V
,1,2,3
mean,0.008509489454395173,0.017127494900546273,0.03247470918436478
median,0.008784305666445351,0.0170512622897566,0.030311700319289994
std,0.0014535618384633492,0.0037345389806037136,0.007742497487020436
iqr,0.001983072135420914,0.006160939130918915,0.00954970743993367
