A
,1,2,3
mean,0.5222126961575557,0.7900393676167562,1.2392866474560205
median,0.544592972698283,0.7820169228269944,1.2121843762335078
std,0.11730220048365736,0.0716187312019117,0.13215769686235193
iqr,0.16987611719693463,0.11680083077228343,0.19333920374221192
