V
,1,2,3
mean,0.010797817974084798,0.019530225469809114,0.03302704827776352
median,0.011221137768910405,0.019589014870867304,0.03134156795560106
std,0.0021356288285305633,0.003242419827357025,0.0066556638783009815
iqr,0.003031768298271448,0.005466407126055391,0.008336136589432358
