D
,1,2,3
mean,0.0003774817218250618,0.0014170210397254576,0.002345642144565801
median,0.00034302267065376474,0.001445327859924021,0.0022539552816752298
std,0.00038808059811269827,0.00029909103166470837,0.00041219728784746017
iqr,0.00036796059650366305,0.00043689575106990405,0.000531582793686607
