D
,1,2,3
mean,0.00010125577592187652,0.00045045183989604403,0.0010477158555902658
median,0.00010492083155905811,0.00045824066908195255,0.000977447472110234
std,4.9134477348879385e-05,0.0001912172296259593,0.00032734911059173043
iqr,8.637843522024349e-05,0.00018544714500480855,0.00042566234828333646
