V
,1,2,3
mean,0.011554838820827994,0.02045921315089204,0.030939885651447868
median,0.01164208316863552,0.020155793902882274,0.029713884856640414
std,0.003099753447144513,0.002422259014537904,0.004654583473551458
iqr,0.004875434525030314,0.003918160188310028,0.005728306690588516
