D
,1,2,3
mean,5.439040928661825e-05,0.0003015397448209262,0.0004994306518797068
median,5.375943824539409e-05,0.00029068657748294093,0.00047821768927097414
std,2.939762168551633e-05,0.00013668292851149713,9.342860267973975e-05
iqr,5.228263293674181e-05,0.00010736689646876165,0.0001352097339484947
