A
,1,2,3
mean,0.48353852775497125,0.7853345455840415,1.2135735665801108
median,0.4925040095892571,0.7744590785089009,1.1897659163900345
std,0.12689138150056264,0.06536355520209192,0.11473701259075145
iqr,0.1888096782464878,0.10394897326840336,0.16317877038379347
