V
,1,2,3
mean,0.01934196315498911,0.03702813644402524,0.0624249108346009
median,0.01973600026967722,0.035738691401321465,0.060984179102058174
std,0.005305753982061917,0.0064779872200217605,0.007201697586451217
iqr,0.008177256808848846,0.009679390773787634,0.010521170443022462
