D
,1,2,3
mean,0.00028511048323088514,0.001190864216104522,0.0034945216855600198
median,0.00028602270179042995,0.0012296583969756375,0.0032744235278376705
std,0.00016294486630371517,0.0003029242074822731,0.0012244940323485858
iqr,0.00028902051069073847,0.0005087780945330156,0.001590972479287701
