A
,1,2,3
mean,0.36418961430157404,0.648670338067542,1.2087446044944703
median,0.37533528470766353,0.6268218078779275,1.1875083702385714
std,0.09517737016032557,0.10248328111682332,0.11383328764469984
iqr,0.13781712164601473,0.15184344194150823,0.13730074160806716
