V
,1,2,3
mean,0.00027470866973859604,0.008399379734250853,0.032079336091372423
median,0.00027470866973859604,0.007690085875142624,0.030038692515332227
std,0.00027470850333854226,0.003852627962885734,0.00532788326665357
iqr,0.0002747085033385422,0.0046527207732789,0.008004753295883203
