V
,1,2,3
mean,0.0006835316555573372,0.009976610542561873,0.02127437263530576
median,0.0006835316555573372,0.009922953496831055,0.01985146648791708
std,0.0006835304140140625,0.002875375210597477,0.005269688772789255
iqr,0.0006835304140140625,0.004562642349823112,0.006385204520056802
