D_norm
,1,2,3
mean,4.212525953901759,3.2841380937684796,2.930193690708062
median,4.12072962523358,3.257321805615857,2.951316625822927
std,0.4155817400501323,0.14836980659163884,0.10187350431894034
iqr,0.595093420958948,0.21863011609110083,0.14824220030037294
