D
,1,2,3
mean,9.47783740864387e-05,0.000990597199642788,0.0019168941698693106
median,8.625402595708063e-05,0.0008948677170724058,0.001904803027537822
std,6.121988837918556e-05,0.0005088114175281996,8.540866918423779e-05
iqr,0.00010531580690687376,0.000595772663010681,0.0001438719192559518
