D
,1,2,3
mean,0.0004647514970087648,0.003938145853496231,0.004603662630857246
median,0.000434914250529996,0.0032004724744376586,0.004502422648031932
std,0.00030034883877609896,0.0022843083462646286,0.0005755974818006963
iqr,0.0005240722394168813,0.0034270691854177268,0.0009438965789634324
