D
,1,2,3
mean,0.000752539917907877,0.004401188145158296,0.005787022717049903
median,0.0007811672120954321,0.0039613398167541525,0.005733531037809039
std,0.00038370152107749866,0.0021155681236333535,0.0004143899607318662
iqr,0.0006723051683175938,0.0018593730502496266,0.0007087923635065623
