A
,1,2,3
mean,0.48649740798794694,0.7883975701562007,1.2651302144355643
median,0.49703292294483736,0.7789367243639159,1.2427720355665812
std,0.1290841881107669,0.0615120441918159,0.13679940740266774
iqr,0.19249755126727347,0.09543707734954587,0.2010082695780513
