V
,1,2,3
mean,0.018510823118569875,0.033303857793882466,0.05669423653537375
median,0.019070607682115468,0.03273637279239449,0.054813213774814254
std,0.0044562829731553165,0.005349394418494433,0.008915678295537934
iqr,0.006692226005339053,0.008869164048635442,0.013044333566274498
